"Item_Identifier","Item_Category","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Years_Open","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"Y31","FD",5.98,"Low Fat",0.043554614,"Fruits and Vegetables",148.2418,9,"OUT035","Small","Tier 2","Supermarket Type1",2354.2688
"R31","FD",6.46,"Regular",0.04923932,"Fruits and Vegetables",144.4102,14,"OUT049","Medium","Tier 1","Supermarket Type1",4374.306
"S55","FD",7.02,"Low Fat",0.08114883,"Fruits and Vegetables",146.8734,9,"OUT035","Small","Tier 2","Supermarket Type1",3563.3616
"L60","DR",8.52,"Low Fat",0.027054244,"Soft Drinks",151.5682,9,"OUT035","Small","Tier 2","Supermarket Type1",3506.7686
"W55","FD",12.6,"Regular",0.036773101,"Fruits and Vegetables",250.3092,15,"OUT010","Medium","Tier 3","Grocery Store",249.0092
"T11","FD",5.94,"Regular",0.049163321,"Breads",186.4556,15,"OUT010","Medium","Tier 3","Grocery Store",563.2668
"O50","FD",16.25,"Low Fat",0.078168739,"Canned",91.3804,16,"OUT046","Small","Tier 1","Supermarket Type1",1653.8472
"D28","FD",10.695,"Low Fat",0.05337973,"Frozen Foods",56.7904,14,"OUT049","Medium","Tier 1","Supermarket Type1",1113.2176
"N28","FD",5.88,"Regular",0.030418998,"Frozen Foods",103.099,6,"OUT017","Small","Tier 2","Supermarket Type1",1341.587
"S35","FD",9.3,"Low Fat",0.111673587,"Breads",65.7826,4,"OUT018","Medium","Tier 3","Supermarket Type2",968.739
"B38","FD",19.5,"Regular",0.027341529,"Canned",158.292,9,"OUT035","Small","Tier 2","Supermarket Type1",3994.8
"T07","FD",5.82,"Regular",0.077634044,"Fruits and Vegetables",256.433,4,"OUT018","Medium","Tier 3","Supermarket Type2",3844.995
"C53","FD",8.68,"Low Fat",0.008835694,"Frozen Foods",96.5384,16,"OUT046","Small","Tier 1","Supermarket Type1",1182.4608
"T41","NC",15.7,"Low Fat",0.055990291,"Health and Hygiene",153.2024,16,"OUT046","Small","Tier 1","Supermarket Type1",3795.06
"R40","FD",12.867061281337,"Regular",0.00799548,"Frozen Foods",78.5618,28,"OUT027","Medium","Tier 3","Supermarket Type3",2255.7304
"H32","FD",12.8,"Low Fat",0.076369874,"Fruits and Vegetables",97.241,4,"OUT018","Medium","Tier 3","Supermarket Type2",1448.115
"N60","FD",15.1,"Low Fat",0.095351065,"Baking Goods",158.6604,11,"OUT045","Small","Tier 2","Supermarket Type1",2535.3664
"R33","FD",7.31,"Low Fat",0.026783871,"Snack Foods",108.157,9,"OUT035","Small","Tier 2","Supermarket Type1",1098.57
"B59","FD",12.9878795546559,"Low Fat",0.01520491,"Snack Foods",197.2084,28,"OUT027","Medium","Tier 3","Supermarket Type3",4166.5764
"S07","FD",12.35,"Low Fat",0.099757833,"Fruits and Vegetables",113.9518,16,"OUT046","Small","Tier 1","Supermarket Type1",910.8144
"D02","FD",16.6,"Low Fat",0,"Canned",117.3124,26,"OUT013","High","Tier 3","Supermarket Type1",2014.7108
"H05","FD",14.35,"Regular",0.090896452,"Frozen Foods",231.2984,9,"OUT035","Small","Tier 2","Supermarket Type1",6024.1584
"R04","FD",7.075,"Low Fat",0.022602061,"Frozen Foods",98.1068,14,"OUT049","Medium","Tier 1","Supermarket Type1",1458.102
"J47","DR",18.25,"Low Fat",0.044250304,"Hard Drinks",174.708,16,"OUT046","Small","Tier 1","Supermarket Type1",2423.512
"W50","FD",13.1,"Low Fat",0.075885921,"Dairy",165.1158,4,"OUT018","Medium","Tier 3","Supermarket Type2",1504.0422
"J17","NC",7.68,"Low Fat",0.153177941,"Health and Hygiene",85.2224,4,"OUT018","Medium","Tier 3","Supermarket Type2",1278.336
"H60","FD",19.7,"Regular",0,"Baking Goods",197.911,11,"OUT045","Small","Tier 2","Supermarket Type1",1767.699
"L60","DR",8.52,"Low Fat",0.027114238,"Soft Drinks",151.9682,11,"OUT045","Small","Tier 2","Supermarket Type1",1677.1502
"S32","FD",17.75,"Regular",0.049634572,"Fruits and Vegetables",140.2838,15,"OUT010","Medium","Tier 3","Grocery Store",280.9676
"M58","FD",12.9878795546559,"Regular",0,"Snack Foods",112.2544,28,"OUT027","Medium","Tier 3","Supermarket Type3",3914.904
"K10","FD",5.785,"Regular",0.040587146,"Snack Foods",180.366,6,"OUT017","Small","Tier 2","Supermarket Type1",1258.362
"S30","NC",5.945,"Low Fat",0.093008616,"Household",127.8652,9,"OUT035","Small","Tier 2","Supermarket Type1",2195.8084
"Y15","FD",18.25,"Regular",0.17179432,"Dairy",154.663,6,"OUT017","Small","Tier 2","Supermarket Type1",2659.871
"C53","FD",8.68,"Low Fat",0.008828341,"Frozen Foods",99.9384,26,"OUT013","High","Tier 3","Supermarket Type1",689.7688
"K45","FD",11.65,"Low Fat",0.033858187,"Seafood",113.386,16,"OUT046","Small","Tier 1","Supermarket Type1",2603.278
"H26","FD",19.25,"Regular",0.034841089,"Canned",141.1496,4,"OUT018","Medium","Tier 3","Supermarket Type2",282.2992
"W06","NC",16.2,"Low Fat",0.08425957,"Household",192.3162,15,"OUT010","Medium","Tier 3","Grocery Store",769.6648
"V37","FD",13,"Regular",0.083444376,"Canned",195.8426,26,"OUT013","High","Tier 3","Supermarket Type1",4152.5946
"B52","FD",17.75,"Low Fat",0.030497325,"Dairy",256.9672,11,"OUT045","Small","Tier 2","Supermarket Type1",1534.0032
"F41","FD",12.15,"Low Fat",0.131179812,"Frozen Foods",245.246,16,"OUT046","Small","Tier 1","Supermarket Type1",3202.498
"A39","FD",6.32,"Low Fat",0.012737719,"Meat",38.5822,14,"OUT049","Medium","Tier 1","Supermarket Type1",353.5398
"E56","FD",17.25,"Regular",0.159165324,"Fruits and Vegetables",63.4194,9,"OUT035","Small","Tier 2","Supermarket Type1",1547.985
"C56","FD",7.72,"Low Fat",0.122015744,"Fruits and Vegetables",121.744,4,"OUT018","Medium","Tier 3","Supermarket Type2",2277.036
"T26","FD",18.85,"Regular",0.068091318,"Dairy",120.644,11,"OUT045","Small","Tier 2","Supermarket Type1",3475.476
"R21","FD",19.7,"Low Fat",0.067314073,"Snack Foods",175.137,6,"OUT017","Small","Tier 2","Supermarket Type1",2822.992
"C14","FD",14.5,"Regular",0.041249072,"Canned",40.5454,16,"OUT046","Small","Tier 1","Supermarket Type1",1216.4166
"I32","FD",17.7,"Low Fat",0.174340475,"Fruits and Vegetables",116.6834,9,"OUT035","Small","Tier 2","Supermarket Type1",3570.6854
"I02","FD",15.7,"Regular",0.11454343,"Canned",113.7202,9,"OUT035","Small","Tier 2","Supermarket Type1",3263.0858
"E22","FD",9.695,"Low Fat",0.029693277,"Snack Foods",159.792,4,"OUT018","Medium","Tier 3","Supermarket Type2",2716.464
"W26","FD",11.8,"Regular",0.107057186,"Dairy",224.1772,16,"OUT046","Small","Tier 1","Supermarket Type1",3558.0352
"A36","FD",12.2771082089552,"Low Fat",0.009921107,"Baking Goods",183.6924,28,"OUT019","Small","Tier 1","Grocery Store",555.2772
"S06","NC",13.3847364953887,"Low Fat",0.031583053,"Household",260.991,28,"OUT027","Medium","Tier 3","Supermarket Type3",7100.757
"X05","NC",15.2,"Low Fat",0.097043739,"Health and Hygiene",116.8492,9,"OUT035","Small","Tier 2","Supermarket Type1",2664.5316
"U19","FD",8.77,"Regular",0.046762633,"Fruits and Vegetables",170.8422,9,"OUT035","Small","Tier 2","Supermarket Type1",1724.422
"A49","FD",19.7,"Low Fat",0.064909488,"Canned",88.5198,9,"OUT035","Small","Tier 2","Supermarket Type1",1308.297
"Z42","NC",10.5,"Low Fat",0.011305479,"Household",235.5248,14,"OUT049","Medium","Tier 1","Supermarket Type1",4740.496
"X32","FD",15.1,"Regular",0,"Fruits and Vegetables",146.2786,15,"OUT010","Medium","Tier 3","Grocery Store",433.4358
"R01","FD",5.405,"Regular",0.053576661,"Canned",200.5742,26,"OUT013","High","Tier 3","Supermarket Type1",2388.8904
"Q15","FD",20.35,"Regular",0.150947728,"Meat",81.0276,26,"OUT013","High","Tier 3","Supermarket Type1",1868.2348
"Q14","FD",13.4260689045936,"Low Fat",0.10818157,"Dairy",149.605,28,"OUT019","Small","Tier 1","Grocery Store",449.415
"S56","FD",5.785,"Regular",0.038749536,"Fruits and Vegetables",262.0252,9,"OUT035","Small","Tier 2","Supermarket Type1",4459.5284
"J24","DR",11.8,"Low Fat",0.113790879,"Soft Drinks",185.3924,4,"OUT018","Medium","Tier 3","Supermarket Type2",370.1848
"G52","FD",12.867061281337,"Low Fat",0.065313024,"Frozen Foods",47.1402,28,"OUT027","Medium","Tier 3","Supermarket Type3",1516.0266
"F59","FD",12.5,"Low Fat",0,"Starchy Foods",127.102,6,"OUT017","Small","Tier 2","Supermarket Type1",253.004
"M49","DR",6.11,"Regular",0.152813518,"Soft Drinks",45.6086,6,"OUT017","Small","Tier 2","Supermarket Type1",1025.9978
"P02","NC",7.105,"Low Fat",0.044771473,"Household",58.2562,26,"OUT013","High","Tier 3","Supermarket Type1",592.562
"W13","FD",8.5,"Low Fat",0.098083231,"Canned",50.3324,11,"OUT045","Small","Tier 2","Supermarket Type1",675.1212
"V12","FD",16.7,"Regular",0.06121901,"Baking Goods",100.0384,6,"OUT017","Small","Tier 2","Supermarket Type1",1970.768
"H14","FD",17.1,"Regular",0.047073322,"Canned",138.6838,6,"OUT017","Small","Tier 2","Supermarket Type1",2950.1598
"Q20","FD",8.325,"Low Fat",0.029953314,"Fruits and Vegetables",39.5138,6,"OUT017","Small","Tier 2","Supermarket Type1",568.5932
"T45","FD",15.85,"Low Fat",0,"Snack Foods",55.1956,26,"OUT013","High","Tier 3","Supermarket Type1",1255.6988
"M26","NC",13.8532846715328,"Low Fat",0.040520754,"Others",153.934,28,"OUT019","Small","Tier 1","Grocery Store",153.134
"J22","FD",12.9878795546559,"Low Fat",0.052554508,"Snack Foods",190.3504,28,"OUT027","Medium","Tier 3","Supermarket Type3",1917.504
"D29","FD",12.15,"Low Fat",0.018514652,"Frozen Foods",252.7698,6,"OUT017","Small","Tier 2","Supermarket Type1",5834.4054
"A13","FD",15.85,"Low Fat",0.07871426,"Canned",37.2506,11,"OUT045","Small","Tier 2","Supermarket Type1",493.3578
"V47","FD",17.1,"Low Fat",0.054197299,"Breads",83.5566,9,"OUT035","Small","Tier 2","Supermarket Type1",1860.2452
"S57","FD",15.5,"Low Fat",0.103442268,"Snack Foods",144.847,16,"OUT046","Small","Tier 1","Supermarket Type1",2433.499
"G36","DR",14.15,"Low Fat",0.095360186,"Soft Drinks",172.3106,9,"OUT035","Small","Tier 2","Supermarket Type1",3251.1014
"K38","FD",12.3057050092764,"Low Fat",0.053031857,"Canned",149.1734,28,"OUT027","Medium","Tier 3","Supermarket Type3",4454.202
"J49","DR",6.865,"Low Fat",0.013990601,"Soft Drinks",127.6652,9,"OUT035","Small","Tier 2","Supermarket Type1",2841.6344
"R37","FD",16.5,"Regular",0.066237024,"Breakfast",183.1292,9,"OUT035","Small","Tier 2","Supermarket Type1",6385.022
"S53","NC",14.5,"Low Fat",0.089761211,"Health and Hygiene",159.4604,9,"OUT035","Small","Tier 2","Supermarket Type1",2376.906
"R22","FD",19.35,"Regular",0.01863822,"Snack Foods",110.2544,4,"OUT018","Medium","Tier 3","Supermarket Type2",1677.816
"P42","NC",8.51,"Low Fat",0.016176344,"Household",192.1478,4,"OUT018","Medium","Tier 3","Supermarket Type2",1937.478
"K38","FD",6.65,"Low Fat",0.089196394,"Canned",147.0734,15,"OUT010","Medium","Tier 3","Grocery Store",296.9468
"C43","NC",7.39,"Low Fat",0.092782895,"Household",252.6066,16,"OUT046","Small","Tier 1","Supermarket Type1",2259.0594
"H57","FD",10.895,"Low Fat",0.0358031,"Fruits and Vegetables",130.3284,14,"OUT049","Medium","Tier 1","Supermarket Type1",2504.7396
"Q25","FD",8.63,"Regular",0.028271345,"Canned",170.5422,9,"OUT035","Small","Tier 2","Supermarket Type1",2069.3064
"A11","FD",7.75,"Low Fat",0.043238822,"Baking Goods",92.5436,16,"OUT046","Small","Tier 1","Supermarket Type1",1701.7848
"G31","FD",12.15,"Low Fat",0.037955309,"Meat",62.8826,14,"OUT049","Medium","Tier 1","Supermarket Type1",710.4086
"W28","FD",18.25,"Low Fat",0.089186083,"Frozen Foods",194.3452,4,"OUT018","Medium","Tier 3","Supermarket Type2",4502.1396
"V14","FD",19.85,"Low Fat",0.044566659,"Dairy",88.5856,14,"OUT049","Medium","Tier 1","Supermarket Type1",703.0848
"B60","FD",9.3,"Low Fat",0.028638276,"Baking Goods",195.8136,4,"OUT018","Medium","Tier 3","Supermarket Type2",2138.5496
"U43","FD",13.2247693817468,"Regular",0.057762301,"Fruits and Vegetables",237.3564,28,"OUT027","Medium","Tier 3","Supermarket Type3",2145.2076
"H11","DR",5.98,"Low Fat",0.075711199,"Hard Drinks",55.6614,11,"OUT045","Small","Tier 2","Supermarket Type1",331.5684
"C48","FD",12.2771082089552,"Low Fat",0.027767577,"Baking Goods",82.1592,28,"OUT019","Small","Tier 1","Grocery Store",412.796
"K39","DR",7.02,"Low Fat",0.049865399,"Dairy",82.925,16,"OUT046","Small","Tier 1","Supermarket Type1",1165.15
"B20","FD",7.72,"Low Fat",0.052061483,"Fruits and Vegetables",76.7986,14,"OUT049","Medium","Tier 1","Supermarket Type1",1324.2762
"E51","FD",5.925,"Regular",0.096387053,"Dairy",45.6086,26,"OUT013","High","Tier 3","Supermarket Type1",356.8688
"X36","FD",9.695,"Regular",0.128176489,"Baking Goods",224.8404,26,"OUT013","High","Tier 3","Supermarket Type1",3600.6464
"T29","NC",12.6,"Low Fat",0.064110725,"Health and Hygiene",122.3414,16,"OUT046","Small","Tier 1","Supermarket Type1",243.6828
"U45","FD",15.6,"Regular",0.035561344,"Snack Foods",112.1518,14,"OUT049","Medium","Tier 1","Supermarket Type1",1821.6288
"F56","FD",16.7,"Regular",0.119647957,"Fruits and Vegetables",180.9976,14,"OUT049","Medium","Tier 1","Supermarket Type1",4165.2448
"W07","FD",18,"Regular",0.238831875,"Fruits and Vegetables",88.2514,15,"OUT010","Medium","Tier 3","Grocery Store",88.5514
"R52","FD",12.867061281337,"Regular",0.075676339,"Frozen Foods",190.4846,28,"OUT027","Medium","Tier 3","Supermarket Type3",8789.8916
"B45","FD",20.85,"Low Fat",0.021416681,"Fruits and Vegetables",104.6306,4,"OUT018","Medium","Tier 3","Supermarket Type2",1149.8366
"T42","NC",13.3847364953887,"Low Fat",0.024766802,"Household",151.0392,28,"OUT027","Medium","Tier 3","Supermarket Type3",3281.0624
"P52","FD",18.7,"Regular",0.070691729,"Frozen Foods",230.201,16,"OUT046","Small","Tier 1","Supermarket Type1",5742.525
"I50","FD",12.3057050092764,"Regular",0.030693309,"Canned",228.0352,28,"OUT027","Medium","Tier 3","Supermarket Type3",10306.584
"U48","FD",18.85,"Low Fat",0.055671582,"Baking Goods",133.3284,6,"OUT017","Small","Tier 2","Supermarket Type1",263.6568
"S43","FD",11.65,"Low Fat",0.040507228,"Fruits and Vegetables",186.924,9,"OUT035","Small","Tier 2","Supermarket Type1",2237.088
"M41","NC",16.5,"Low Fat",0.035626319,"Health and Hygiene",93.112,26,"OUT013","High","Tier 3","Supermarket Type1",932.12
"P37","FD",15.6,"Low Fat",0.143688905,"Breakfast",128.1994,4,"OUT018","Medium","Tier 3","Supermarket Type2",2184.4898
"J44","FD",12.3,"Regular",0.106542886,"Fruits and Vegetables",173.2396,11,"OUT045","Small","Tier 2","Supermarket Type1",3139.9128
"Y38","FD",13.4260689045936,"Regular",0.208662546,"Dairy",231.83,28,"OUT019","Small","Tier 1","Grocery Store",466.06
"C20","FD",10.65,"Low Fat",0.024107056,"Fruits and Vegetables",56.6272,6,"OUT017","Small","Tier 2","Supermarket Type1",447.4176
"F02","FD",16.2,"Low Fat",0.104058452,"Canned",102.499,6,"OUT017","Small","Tier 2","Supermarket Type1",2063.98
"X38","FD",10.5,"Regular",0.048403392,"Dairy",48.2376,4,"OUT018","Medium","Tier 3","Supermarket Type2",527.3136
"N50","FD",12.3057050092764,"Regular",0.026391403,"Canned",92.812,28,"OUT027","Medium","Tier 3","Supermarket Type3",2609.936
"A07","FD",7.55,"Regular",0.031007381,"Fruits and Vegetables",123.4072,11,"OUT045","Small","Tier 2","Supermarket Type1",2082.6224
"T49","FD",12.3057050092764,"Low Fat",0.150672399,"Canned",104.728,28,"OUT027","Medium","Tier 3","Supermarket Type3",2450.144
"A09","FD",13.35,"Regular",0.149598628,"Snack Foods",179.466,14,"OUT049","Medium","Tier 1","Supermarket Type1",3775.086
"V43","FD",16,"Low Fat",0.077290355,"Fruits and Vegetables",44.5086,6,"OUT017","Small","Tier 2","Supermarket Type1",713.7376
"K58","FD",12.9878795546559,"Regular",0.078758649,"Snack Foods",103.0016,28,"OUT019","Small","Tier 1","Grocery Store",202.4032
"L22","FD",16.85,"Low Fat",0.036359891,"Snack Foods",90.7488,26,"OUT013","High","Tier 3","Supermarket Type1",2263.72
"P56","FD",8.185,"Low Fat",0.046747071,"Fruits and Vegetables",49.9692,6,"OUT017","Small","Tier 2","Supermarket Type1",837.5764
"L47","DR",19.7,"Low Fat",0,"Hard Drinks",125.9362,14,"OUT049","Medium","Tier 1","Supermarket Type1",1635.8706
"T17","NC",10.8,"Low Fat",0.041865848,"Health and Hygiene",189.7214,16,"OUT046","Small","Tier 1","Supermarket Type1",5841.0634
"R12","FD",12.6,"Regular",0.031713126,"Baking Goods",172.5764,6,"OUT017","Small","Tier 2","Supermarket Type1",1030.6584
"D39","FD",16.7,"Low Fat",0.07044068,"Dairy",216.885,4,"OUT018","Medium","Tier 3","Supermarket Type2",6275.165
"G04","FD",13.1,"Low Fat",0.006087409,"Frozen Foods",185.0898,4,"OUT018","Medium","Tier 3","Supermarket Type2",1870.898
"V19","FD",14.85,"Regular",0.035456465,"Fruits and Vegetables",162.2578,6,"OUT017","Small","Tier 2","Supermarket Type1",3690.5294
"S55","FD",13.2247693817468,"Low Fat",0.142107998,"Fruits and Vegetables",150.3734,28,"OUT019","Small","Tier 1","Grocery Store",296.9468
"M50","FD",13,"Regular",0.030064132,"Canned",58.022,26,"OUT013","High","Tier 3","Supermarket Type1",898.83
"F13","DR",12.1,"Low Fat",0.029781363,"Soft Drinks",146.9444,16,"OUT046","Small","Tier 1","Supermarket Type1",1596.5884
"J48","FD",11.3,"Low Fat",0.056387854,"Baking Goods",245.4118,26,"OUT013","High","Tier 3","Supermarket Type1",6669.3186
"M20","FD",10,"Low Fat",0.038653608,"Fruits and Vegetables",245.4144,26,"OUT013","High","Tier 3","Supermarket Type1",7105.4176
"P24","FD",20.6,"Low Fat",0.083172413,"Baking Goods",121.0756,11,"OUT045","Small","Tier 2","Supermarket Type1",1696.4584
"C16","FD",11.5,"Regular",0.020565921,"Dairy",86.054,9,"OUT035","Small","Tier 2","Supermarket Type1",1384.864
"B42","NC",11.8,"Low Fat",0.008609602,"Health and Hygiene",114.8492,6,"OUT017","Small","Tier 2","Supermarket Type1",1390.1904
"N01","FD",8.895,"Low Fat",0.121180705,"Breakfast",177.037,15,"OUT010","Medium","Tier 3","Grocery Store",176.437
"T34","FD",9.3,"Low Fat",0.174703862,"Snack Foods",104.0964,11,"OUT045","Small","Tier 2","Supermarket Type1",1788.3388
"A52","FD",12.867061281337,"Regular",0.127800388,"Frozen Foods",177.037,28,"OUT027","Medium","Tier 3","Supermarket Type3",4587.362
"C18","NC",19.1,"Low Fat",0.296713665,"Household",171.8422,15,"OUT010","Medium","Tier 3","Grocery Store",1034.6532
"R41","NC",17.85,"Low Fat",0.018125948,"Health and Hygiene",94.9094,6,"OUT017","Small","Tier 2","Supermarket Type1",761.6752
"X23","FD",6.445,"Low Fat",0.029859711,"Baking Goods",94.1436,6,"OUT017","Small","Tier 2","Supermarket Type1",1418.154
"P39","FD",12.65,"Low Fat",0.116203156,"Meat",53.5324,15,"OUT010","Medium","Tier 3","Grocery Store",415.4592
"H07","NC",13.15,"Low Fat",0.09264951,"Household",157.8604,9,"OUT035","Small","Tier 2","Supermarket Type1",3803.0496
"W47","FD",11.3469362745098,"Low Fat",0.081197035,"Breads",121.7414,28,"OUT019","Small","Tier 1","Grocery Store",365.5242
"D13","DR",15,"Low Fat",0.049070183,"Soft Drinks",61.9168,9,"OUT035","Small","Tier 2","Supermarket Type1",767.0016
"R48","FD",11.65,"Low Fat",0.131394793,"Baking Goods",151.9024,26,"OUT013","High","Tier 3","Supermarket Type1",1669.8264
"E17","FD",20.1,"Regular",0,"Frozen Foods",152.2366,15,"OUT010","Medium","Tier 3","Grocery Store",151.1366
"P60","FD",17.35,"Low Fat",0,"Baking Goods",102.9016,16,"OUT046","Small","Tier 1","Supermarket Type1",1922.8304
"D57","FD",18.1,"Low Fat",0.022526293,"Fruits and Vegetables",95.0094,6,"OUT017","Small","Tier 2","Supermarket Type1",1713.7692
"W13","FD",8.5,"Low Fat",0.163838951,"Canned",51.3324,15,"OUT010","Medium","Tier 3","Grocery Store",311.5944
"N24","FD",14.1,"Low Fat",0.11349714,"Baking Goods",56.1956,11,"OUT045","Small","Tier 2","Supermarket Type1",1364.89
"J34","FD",11.8,"Regular",0.094185483,"Snack Foods",126.2704,6,"OUT017","Small","Tier 2","Supermarket Type1",2002.7264
"D46","FD",6.035,"Low Fat",0.14113846,"Snack Foods",155.0998,26,"OUT013","High","Tier 3","Supermarket Type1",3691.1952
"F46","FD",12.9878795546559,"Low Fat",0.164006137,"Snack Foods",113.2834,28,"OUT019","Small","Tier 1","Grocery Store",575.917
"E43","NC",12.5,"Low Fat",0.17314115,"Household",168.4448,15,"OUT010","Medium","Tier 3","Grocery Store",170.4448
"N27","FD",20.85,"Low Fat",0.039555016,"Meat",116.8808,9,"OUT035","Small","Tier 2","Supermarket Type1",820.2656
"W52","FD",14,"Regular",0.037580877,"Frozen Foods",162.6526,14,"OUT049","Medium","Tier 1","Supermarket Type1",4275.7676
"H03","DR",17.25,"Low Fat",0.035064318,"Dairy",92.412,16,"OUT046","Small","Tier 1","Supermarket Type1",1304.968
"M29","NC",11.5,"Low Fat",0.017678008,"Health and Hygiene",129.2626,11,"OUT045","Small","Tier 2","Supermarket Type1",1705.1138
"R58","FD",6.675,"Low Fat",0.041986639,"Snack Foods",93.2462,14,"OUT049","Medium","Tier 1","Supermarket Type1",1480.7392
"Y50","FD",5.8,"Low Fat",0.130955811,"Dairy",90.3172,16,"OUT046","Small","Tier 1","Supermarket Type1",1338.258
"E16","FD",8.895,"Low Fat",0.026492726,"Frozen Foods",208.4954,6,"OUT017","Small","Tier 2","Supermarket Type1",6251.862
"E31","NC",7.67,"Low Fat",0.185130961,"Household",32.9216,14,"OUT049","Medium","Tier 1","Supermarket Type1",588.5672
"E53","FD",10.895,"Low Fat",0.026934673,"Frozen Foods",106.128,11,"OUT045","Small","Tier 2","Supermarket Type1",319.584
"K11","DR",8.21,"Low Fat",0,"Hard Drinks",148.2392,11,"OUT045","Small","Tier 2","Supermarket Type1",1491.392
